,id,amount_tsh,days_since_recorded,funder,gps_height,installer,basin,region_code,population,public_meeting,permit,extraction_type_class,management,payment_type,water_quality,quality_group,quantity,source,source_class,waterpoint_type_group,construction_periods
1334,19668,2000.0,1003,other,1579,other,Rufiji,11,230,True,False,gravity,wua,annually,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
1335,44209,0.0,849,other,1324,DWE,Lake Tanganyika,15,350,True,True,gravity,vwc,never pay,soft,good,insufficient,river,surface,communal standpipe,1980-1989
1336,73269,0.0,851,other,1191,DWE,Lake Victoria,19,300,True,True,other,vwc,never pay,soft,good,insufficient,lake,surface,communal standpipe,2000-2009
1337,72767,0.0,410,other,0,DWE,Lake Victoria,17,0,True,False,handpump,wug,other,soft,good,enough,shallow well,groundwater,hand pump,unknown
1338,68471,0.0,301,other,0,other,Lake Victoria,17,0,True,False,handpump,wug,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
1339,907,0.0,973,other,0,other,Rufiji,1,0,True,True,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,unknown
1340,57724,0.0,306,Rwssp,0,DWE,Lake Tanganyika,17,0,True,True,handpump,wug,unknown,milky,milky,enough,shallow well,groundwater,hand pump,unknown
1341,19492,30.0,308,other,1636,other,Internal,13,300,True,False,submersible,vwc,per bucket,soft,good,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
1342,18247,1000.0,859,other,1684,other,Lake Rukwa,15,150,True,True,gravity,vwc,annually,soft,good,enough,river,surface,communal standpipe,1980-1989
1343,61793,0.0,273,other,1540,other,Pangani,3,1,True,True,gravity,company,monthly,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
1344,68182,50.0,992,other,92,DWE,Wami / Ruvu,6,1,True,True,motorpump,vwc,per bucket,soft,good,insufficient,river,surface,communal standpipe,2010-2013
1345,69769,50.0,288,other,1282,other,Wami / Ruvu,21,2300,True,True,gravity,vwc,per bucket,milky,milky,insufficient,dam,surface,communal standpipe,2010-2013
1346,1580,7.0,988,other,425,other,Pangani,4,200,True,False,gravity,vwc,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
1347,9327,0.0,871,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
1348,18330,0.0,312,other,393,other,Ruvuma / Southern Coast,90,1,True,True,other,vwc,unknown,salty,salty,dry,shallow well,groundwater,other,1980-1989
1349,9250,50.0,322,other,1630,other,Internal,13,1,True,False,submersible,vwc,per bucket,soft,good,insufficient,machine dbh,groundwater,communal standpipe,2010-2013
1350,29932,0.0,302,other,1058,other,Lake Rukwa,15,1,True,True,motorpump,water authority,never pay,soft,good,enough,dam,surface,communal standpipe,2000-2009
1351,22830,0.0,303,other,302,other,Ruvuma / Southern Coast,90,1,True,True,other,vwc,unknown,soft,good,dry,shallow well,groundwater,other,1980-1989
1352,58200,50.0,298,other,41,other,Ruvuma / Southern Coast,99,250,True,True,motorpump,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
1353,30920,0.0,876,Hesawa,0,other,Lake Victoria,18,0,True,True,handpump,wua,monthly,soft,good,enough,shallow well,groundwater,hand pump,unknown
1354,9138,0.0,245,other,1240,other,Ruvuma / Southern Coast,10,50,False,True,gravity,wug,unknown,soft,good,enough,spring,groundwater,communal standpipe,2010-2013
1355,50234,30.0,994,other,204,other,Wami / Ruvu,6,200,True,True,submersible,vwc,per bucket,soft,good,enough,dam,surface,communal standpipe,2000-2009
1356,54691,0.0,966,other,0,other,Lake Nyasa,12,0,False,False,gravity,wug,on failure,soft,good,enough,river,surface,communal standpipe,unknown
1357,16393,0.0,272,other,1575,other,Internal,21,247,True,True,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,2010-2013
1358,56549,0.0,863,Danida,0,other,Lake Nyasa,12,0,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,unknown
1359,9832,8000.0,1011,other,113,other,Wami / Ruvu,6,26,True,True,motorpump,vwc,monthly,soft,good,enough,river,surface,communal standpipe,2010-2013
1360,31881,0.0,316,other,1502,other,Internal,13,42,True,True,handpump,vwc,never pay,soft,good,dry,machine dbh,groundwater,hand pump,1980-1989
1361,12886,25.0,262,other,628,other,Pangani,3,250,True,False,wind-powered,wug,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
1362,58897,0.0,856,other,0,other,Lake Victoria,18,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,other,unknown
1363,830,50.0,1013,other,118,other,Wami / Ruvu,6,40,True,True,gravity,vwc,per bucket,soft,good,insufficient,river,surface,communal standpipe,2010-2013
1364,15950,500.0,993,other,259,RWE,Rufiji,5,500,True,True,handpump,vwc,on failure,soft,good,insufficient,shallow well,groundwater,hand pump,1990-1999
1365,26265,0.0,1015,other,21,other,Wami / Ruvu,60,543,True,False,other,vwc,never pay,soft,good,dry,shallow well,groundwater,other,2000-2009
1366,46220,0.0,273,other,1648,other,Lake Victoria,20,861,False,True,gravity,wug,never pay,soft,good,dry,rainwater harvesting,surface,communal standpipe,2000-2009
1367,22347,0.0,413,other,0,DWE,Lake Tanganyika,14,0,True,False,handpump,vwc,never pay,salty,salty,enough,shallow well,groundwater,hand pump,unknown
1368,2860,300.0,988,other,302,other,Rufiji,5,50,True,True,gravity,wug,on failure,soft,good,enough,river,surface,communal standpipe,2010-2013
1369,19021,100.0,991,other,736,other,Rufiji,5,120,True,True,gravity,vwc,monthly,soft,good,enough,river,surface,communal standpipe,2010-2013
1370,3484,0.0,404,Hesawa,0,DWE,Lake Victoria,19,0,True,True,handpump,vwc,on failure,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
1371,30298,0.0,976,other,0,other,Rufiji,1,0,True,True,handpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,hand pump,unknown
1372,39782,0.0,309,other,1922,other,Lake Tanganyika,15,530,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,1980-1989
1373,74005,5000.0,985,Danida,1961,DWE,Rufiji,11,65,True,True,gravity,wua,annually,soft,good,enough,river,surface,communal standpipe,1990-1999
1374,5674,0.0,312,other,50,other,Ruvuma / Southern Coast,18,1,False,False,handpump,parastatal,never pay,soft,good,seasonal,rainwater harvesting,surface,hand pump,2000-2009
1375,9381,7.0,260,other,1566,other,Pangani,3,100,True,True,gravity,water board,per bucket,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
1376,3895,0.0,301,other,415,other,Ruvuma / Southern Coast,90,143,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,1980-1989
1377,1673,0.0,864,other,0,other,Lake Victoria,19,0,False,True,other,vwc,never pay,milky,milky,insufficient,shallow well,groundwater,other,unknown
1378,29551,1000.0,868,other,1174,other,Lake Rukwa,15,3000,True,True,handpump,vwc,monthly,salty,salty,enough,machine dbh,groundwater,hand pump,2000-2009
1379,41475,0.0,275,other,1572,other,Internal,13,1,True,False,motorpump,vwc,unknown,unknown,unknown,dry,machine dbh,groundwater,communal standpipe,2000-2009
1380,67870,50.0,214,other,1361,other,Internal,2,200,True,True,submersible,wua,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
1381,2791,0.0,278,other,938,other,Ruvuma / Southern Coast,10,0,True,True,gravity,vwc,never pay,soft,good,enough,river,surface,communal standpipe,1980-1989
1382,42255,0.0,288,Danida,359,Danida,Ruvuma / Southern Coast,10,1,True,False,handpump,vwc,on failure,soft,good,enough,machine dbh,groundwater,hand pump,1980-1989
1383,67164,0.0,856,other,0,other,Lake Nyasa,12,0,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,unknown
1384,12440,0.0,983,other,1514,DWE,Pangani,4,1,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,1970-1979
1385,13193,0.0,1006,other,-11,other,Rufiji,60,1,True,True,gravity,vwc,never pay,soft,good,dry,machine dbh,groundwater,communal standpipe,1970-1979
1386,60880,300.0,297,other,789,DWE,Lake Tanganyika,16,230,False,True,gravity,vwc,monthly,soft,good,seasonal,spring,groundwater,communal standpipe,2000-2009
1387,71008,0.0,992,other,216,other,Rufiji,5,1000,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,2000-2009
1388,67514,0.0,992,other,222,RWE,Rufiji,5,1200,True,True,handpump,vwc,never pay,coloured,colored,insufficient,shallow well,groundwater,hand pump,1990-1999
1389,34910,0.0,865,Hesawa,0,DWE,Lake Victoria,18,0,True,True,gravity,other,other,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,unknown
1390,383,0.0,858,Hesawa,0,DWE,Lake Victoria,19,0,True,True,gravity,vwc,never pay,soft,good,insufficient,rainwater harvesting,surface,other,unknown
1391,23977,0.0,869,other,0,RWE,Lake Victoria,18,0,True,True,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
1392,70543,100.0,280,other,1605,other,Internal,13,150,True,False,motorpump,vwc,per bucket,soft,good,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
1393,2906,20.0,183,other,1159,other,Pangani,2,120,True,True,submersible,vwc,per bucket,soft,good,insufficient,river,surface,communal standpipe,2000-2009
1394,33810,0.0,997,other,0,Commu,Wami / Ruvu,1,0,True,True,motorpump,vwc,per bucket,salty,salty,insufficient,machine dbh,groundwater,communal standpipe,unknown
1395,10021,0.0,316,other,11,other,Ruvuma / Southern Coast,80,560,False,True,other,vwc,never pay,soft,good,enough,shallow well,groundwater,other,2010-2013
1396,46730,500.0,988,other,2102,other,Rufiji,11,50,True,True,gravity,wua,monthly,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
1397,1663,0.0,968,other,0,other,Wami / Ruvu,1,0,True,True,gravity,vwc,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
1398,2408,250.0,293,other,1336,other,Lake Tanganyika,16,950,True,True,other,water board,monthly,milky,milky,enough,spring,groundwater,improved spring,2000-2009
1399,72505,2000.0,868,other,1676,other,Lake Rukwa,15,450,True,False,handpump,vwc,annually,salty,salty,enough,machine dbh,groundwater,hand pump,2000-2009
1400,65019,0.0,983,other,634,other,Rufiji,5,300,True,True,other,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,1980-1989
1401,42313,0.0,421,Rwssp,0,other,Lake Victoria,17,0,True,True,handpump,wug,never pay,soft,good,enough,machine dbh,groundwater,hand pump,unknown
1402,340,0.0,266,other,40,other,Wami / Ruvu,7,250,False,False,other,wua,never pay,unknown,unknown,dry,shallow well,groundwater,other,2000-2009
1403,50285,50.0,311,other,115,other,Ruvuma / Southern Coast,80,1,False,False,submersible,vwc,per bucket,soft,good,enough,spring,groundwater,communal standpipe,1970-1979
1404,3409,0.0,287,other,0,DWE,Lake Victoria,17,0,True,False,handpump,parastatal,never pay,salty,salty,insufficient,shallow well,groundwater,hand pump,unknown
1405,26378,0.0,301,other,0,DWE,Lake Victoria,17,0,False,False,handpump,wug,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
1406,47552,0.0,971,other,0,other,Rufiji,12,0,False,True,gravity,water board,never pay,coloured,colored,seasonal,river,surface,communal standpipe,unknown
1407,32262,0.0,0,other,1315,other,Pangani,2,350,True,False,gravity,wua,unknown,soft,good,insufficient,rainwater harvesting,surface,communal standpipe,unknown
1408,58637,0.0,878,other,0,other,Lake Victoria,18,0,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,improved spring,unknown
1409,34827,250.0,997,other,2342,Commu,Lake Nyasa,11,0,True,False,gravity,vwc,monthly,soft,good,enough,spring,groundwater,other,1980-1989
1410,63294,0.0,1005,other,-28,other,Rufiji,60,1,True,True,motorpump,trust,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
1411,44867,0.0,851,other,1126,DWE,Lake Rukwa,15,150,False,True,handpump,vwc,on failure,salty,salty,enough,machine dbh,groundwater,hand pump,1980-1989
1412,26751,0.0,994,other,1752,DWE,Rufiji,11,250,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,1970-1979
1413,66574,0.0,419,other,0,other,Internal,14,0,False,True,submersible,water authority,per bucket,coloured,colored,insufficient,dam,surface,communal standpipe,unknown
1414,39354,100.0,322,other,406,other,Ruvuma / Southern Coast,8,450,True,True,handpump,vwc,per bucket,salty,salty,enough,machine dbh,groundwater,hand pump,2000-2009
1415,21479,50.0,305,Unicef,-12,other,Ruvuma / Southern Coast,99,100,True,True,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
1416,57899,0.0,414,other,0,DWE,Internal,17,0,True,True,gravity,parastatal,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
1417,60079,0.0,788,other,0,other,Lake Nyasa,12,0,True,True,gravity,water authority,never pay,soft,good,dry,river,surface,communal standpipe,unknown
1418,62070,0.0,412,other,0,Government,Lake Victoria,17,0,True,False,handpump,wug,other,soft,good,enough,shallow well,groundwater,hand pump,unknown
1419,20628,0.0,398,other,0,DWE,Lake Tanganyika,14,0,True,True,other,water authority,per bucket,soft,good,enough,shallow well,groundwater,other,unknown
1420,11344,100.0,1019,other,2287,Commu,Lake Nyasa,11,0,True,True,gravity,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
1421,62122,20.0,314,other,324,other,Ruvuma / Southern Coast,9,270,True,True,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,1980-1989
1422,51867,0.0,993,other,0,other,Internal,1,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
1423,51667,0.0,860,Hesawa,0,Government,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,seasonal,shallow well,groundwater,hand pump,unknown
1424,16857,0.0,270,other,887,other,Pangani,3,1,True,True,gravity,company,monthly,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
1425,27022,0.0,998,other,0,other,Internal,1,0,True,True,wind-powered,vwc,never pay,soft,good,enough,dam,surface,communal standpipe,unknown
1426,10438,0.0,250,other,1560,other,Pangani,2,55,True,True,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,1980-1989
1427,57755,5000.0,310,World Bank,769,other,Lake Tanganyika,15,250,True,True,other,water authority,annually,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
1428,22384,0.0,403,Rwssp,0,DWE,Lake Tanganyika,17,0,True,True,handpump,wug,unknown,milky,milky,insufficient,shallow well,groundwater,hand pump,unknown
1429,3380,30.0,997,other,172,other,Wami / Ruvu,6,18,False,True,submersible,private operator,per bucket,soft,good,enough,river,surface,communal standpipe,2010-2013
1430,41843,0.0,408,other,0,DWE,Lake Victoria,17,0,False,False,handpump,wug,unknown,unknown,unknown,unknown,shallow well,groundwater,hand pump,unknown
1431,35208,0.0,424,other,0,other,Lake Victoria,17,0,True,True,gravity,parastatal,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,unknown
1432,37152,0.0,872,Danida,0,other,Lake Nyasa,12,0,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,unknown
1433,47925,0.0,313,World Bank,1676,other,Internal,21,1,True,True,submersible,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
1434,43946,0.0,864,Hesawa,0,DWE,Lake Victoria,18,0,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
1435,2932,2000.0,1003,Danida,1382,other,Rufiji,11,60,True,True,gravity,vwc,annually,soft,good,enough,river,surface,communal standpipe,2010-2013
1436,11829,0.0,873,other,1156,DWE,Lake Rukwa,15,57,False,True,other,water authority,never pay,soft,good,seasonal,hand dtw,groundwater,other,1980-1989
1437,59013,0.0,998,other,-13,DWE,Pangani,4,450,True,False,handpump,vwc,never pay,salty,salty,enough,shallow well,groundwater,hand pump,2000-2009
1438,48338,5000.0,307,other,1146,other,Lake Tanganyika,15,120,True,True,handpump,vwc,annually,soft,good,insufficient,machine dbh,groundwater,hand pump,1980-1989
1439,71276,0.0,999,other,61,other,Wami / Ruvu,6,400,True,False,submersible,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
1440,62998,0.0,291,other,1134,DWE,Pangani,21,200,True,True,gravity,vwc,unknown,soft,good,enough,spring,groundwater,other,1990-1999
1441,6708,20.0,986,other,0,DWE,Pangani,4,1,True,False,submersible,vwc,per bucket,salty,salty,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
1442,9969,250.0,290,other,1609,other,Lake Tanganyika,16,650,True,True,gravity,water board,monthly,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
1443,5567,0.0,411,other,0,DWE,Lake Tanganyika,14,0,True,True,gravity,vwc,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,unknown
1444,61598,0.0,307,other,0,other,Lake Victoria,17,0,True,False,handpump,wug,other,salty abandoned,salty,enough,shallow well,groundwater,hand pump,unknown
1445,20745,0.0,968,other,0,Commu,Wami / Ruvu,1,0,True,False,handpump,vwc,per bucket,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
1446,72485,0.0,283,Unicef,951,other,Ruvuma / Southern Coast,10,60,False,True,gravity,vwc,unknown,soft,good,dry,spring,groundwater,communal standpipe,1970-1979
1447,53890,100.0,256,other,-11,other,Wami / Ruvu,7,412,True,False,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
1448,62984,0.0,273,other,1491,other,Internal,13,812,True,False,other,vwc,never pay,soft,good,insufficient,rainwater harvesting,surface,communal standpipe,2010-2013
1449,56024,500.0,986,other,266,RWE,Rufiji,5,500,True,True,handpump,vwc,monthly,soft,good,insufficient,shallow well,groundwater,hand pump,1990-1999
1450,64958,0.0,313,other,37,DWE,Ruvuma / Southern Coast,80,560,True,True,gravity,other,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,2000-2009
1451,36386,0.0,879,other,0,DWE,Lake Tanganyika,18,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
1452,12970,0.0,978,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,unknown,soft,good,seasonal,spring,groundwater,communal standpipe,unknown
1453,63672,0.0,301,other,0,other,Lake Tanganyika,14,0,True,True,handpump,wug,never pay,soft,good,enough,machine dbh,groundwater,hand pump,unknown
1454,1545,0.0,407,Hesawa,1641,other,Lake Victoria,20,400,True,True,handpump,vwc,unknown,soft,good,enough,shallow well,groundwater,hand pump,1990-1999
1455,68416,0.0,278,World Bank,1110,Government,Wami / Ruvu,21,1,True,True,submersible,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
1456,53929,30.0,319,other,155,other,Ruvuma / Southern Coast,80,67,False,False,gravity,wua,per bucket,soft,good,insufficient,river,surface,communal standpipe,2010-2013
1457,59291,0.0,328,other,0,other,Lake Tanganyika,14,0,False,True,handpump,other,never pay,salty,salty,seasonal,shallow well,groundwater,hand pump,unknown
1458,20931,0.0,251,other,1355,other,Ruvuma / Southern Coast,10,56,False,True,gravity,wug,never pay,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
1459,18781,0.0,977,other,0,other,Rufiji,1,0,True,True,submersible,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,unknown
1460,15430,0.0,405,other,0,other,Lake Tanganyika,14,0,True,False,other,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
1461,54042,0.0,961,Danida,0,DWE,Lake Rukwa,12,0,True,True,gravity,vwc,on failure,soft,good,insufficient,river,surface,communal standpipe,unknown
1462,56896,0.0,416,World Bank,0,DWE,Lake Victoria,19,0,True,True,other,vwc,never pay,soft,good,insufficient,machine dbh,groundwater,other,unknown
1463,2579,4700.0,910,other,1250,other,Rufiji,11,55,True,True,gravity,vwc,annually,soft,good,enough,river,surface,communal standpipe,1980-1989
1464,65982,0.0,849,Hesawa,0,DWE,Lake Victoria,19,0,True,True,other,vwc,unknown,unknown,unknown,dry,shallow well,groundwater,other,unknown
1465,8486,0.0,406,other,1381,other,Lake Victoria,17,1000,True,False,handpump,wug,never pay,soft,good,enough,shallow well,groundwater,hand pump,2000-2009
1466,15871,0.0,257,Danida,1717,Danida,Lake Nyasa,10,1,False,True,gravity,vwc,unknown,soft,good,dry,spring,groundwater,communal standpipe,1990-1999
1467,36433,0.0,860,other,0,other,Lake Victoria,18,0,True,False,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
1468,65239,0.0,412,other,0,DWE,Lake Tanganyika,17,0,False,True,other,parastatal,unknown,soft,good,dry,shallow well,groundwater,other,unknown
1469,42513,6.0,303,other,1690,DWE,Pangani,3,60,True,True,gravity,water board,per bucket,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
1470,63248,0.0,847,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
1471,2959,0.0,289,other,997,DWE,Lake Nyasa,10,0,True,True,gravity,vwc,on failure,soft,good,enough,river,surface,communal standpipe,2000-2009
1472,64833,1000.0,319,other,1194,other,Lake Victoria,20,700,True,True,handpump,wug,annually,salty,salty,enough,machine dbh,groundwater,hand pump,2000-2009
1473,54346,0.0,314,other,300,other,Ruvuma / Southern Coast,9,1,True,True,submersible,vwc,never pay,soft,good,seasonal,machine dbh,groundwater,communal standpipe,1980-1989
1474,12284,0.0,867,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,salty,salty,enough,shallow well,groundwater,hand pump,unknown
1475,18056,50.0,315,other,68,other,Ruvuma / Southern Coast,80,213,True,False,submersible,vwc,per bucket,soft,good,enough,river,surface,communal standpipe,2000-2009
1476,9415,0.0,876,other,0,DWE,Lake Victoria,18,0,True,True,gravity,other,never pay,soft,good,unknown,rainwater harvesting,surface,communal standpipe,unknown
1477,10574,50.0,279,other,2087,other,Internal,21,210,True,True,motorpump,water board,per bucket,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
1478,67761,0.0,854,Danida,0,Danida,Lake Rukwa,12,0,False,False,handpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,hand pump,unknown
1479,2413,0.0,296,other,0,other,Lake Victoria,17,0,True,True,submersible,wua,per bucket,soft,good,enough,lake,surface,other,unknown
1480,60358,0.0,868,other,0,Government,Lake Victoria,19,0,True,True,other,vwc,never pay,soft,good,insufficient,rainwater harvesting,surface,communal standpipe,unknown
1481,72803,500.0,1010,other,1726,DWE,Rufiji,11,250,True,False,gravity,water board,on failure,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
1482,71644,500.0,291,Unicef,579,other,Ruvuma / Southern Coast,10,1,True,False,handpump,vwc,monthly,soft,good,enough,machine dbh,groundwater,hand pump,1990-1999
1483,43929,500.0,299,other,589,other,Ruvuma / Southern Coast,10,1,True,False,handpump,vwc,monthly,soft,good,insufficient,machine dbh,groundwater,hand pump,2000-2009
1484,23370,0.0,851,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
1485,38121,0.0,878,Hesawa,0,DWE,Lake Victoria,18,0,True,True,handpump,vwc,never pay,soft,good,seasonal,shallow well,groundwater,hand pump,unknown
1486,71352,0.0,153,other,1270,Government,Lake Nyasa,10,80,False,True,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,2010-2013
1487,26630,2000.0,292,Unicef,519,other,Ruvuma / Southern Coast,10,1,True,False,handpump,vwc,annually,soft,good,enough,machine dbh,groundwater,hand pump,1990-1999
1488,72503,0.0,848,Hesawa,0,DWE,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
1489,36667,0.0,315,other,1502,other,Internal,13,1,True,False,other,vwc,unknown,unknown,unknown,dry,shallow well,groundwater,other,1990-1999
1490,13838,0.0,318,other,846,other,Internal,13,450,True,False,motorpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,1970-1979
1491,73762,500.0,990,other,223,DWE,Rufiji,5,300,True,True,submersible,unknown,monthly,soft,good,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
1492,56917,20.0,260,other,1013,DWE,Pangani,2,150,True,True,gravity,vwc,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
1493,64901,20.0,300,other,25,other,Ruvuma / Southern Coast,99,400,True,True,handpump,unknown,per bucket,salty,salty,enough,machine dbh,groundwater,hand pump,2000-2009
1494,11878,0.0,295,other,695,other,Rufiji,10,800,True,False,other,wug,on failure,soft,good,enough,shallow well,groundwater,other,1990-1999
1495,11761,0.0,869,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,insufficient,machine dbh,groundwater,hand pump,unknown
1496,22410,30.0,252,other,1039,other,Internal,24,500,True,True,gravity,vwc,per bucket,soft,good,enough,river,surface,communal standpipe,1990-1999
1497,29102,25.0,183,other,495,other,Pangani,3,250,True,True,gravity,vwc,per bucket,soft,good,enough,river,surface,communal standpipe,2010-2013
1498,36539,0.0,123,Danida,482,Danida,Lake Nyasa,10,60,False,True,gravity,vwc,unknown,soft,good,dry,spring,groundwater,communal standpipe,1990-1999
1499,9758,0.0,403,Hesawa,0,DWE,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
1500,28981,0.0,389,Rwssp,0,other,Internal,14,0,True,True,other,vwc,never pay,soft,good,enough,machine dbh,groundwater,other,unknown
1501,56273,0.0,870,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,insufficient,machine dbh,groundwater,hand pump,unknown
1502,35854,1000.0,295,other,1292,other,Lake Tanganyika,16,500,True,False,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
1503,38840,0.0,970,Danida,0,Danida,Lake Rukwa,12,0,True,True,gravity,vwc,annually,soft,good,insufficient,river,surface,communal standpipe,unknown
1504,32235,0.0,1019,other,1792,other,Rufiji,11,1,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
1505,36097,30.0,214,other,467,other,Pangani,3,240,True,True,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
1506,54661,0.0,303,other,1006,DWE,Lake Nyasa,10,0,True,True,gravity,vwc,on failure,soft,good,dry,spring,groundwater,communal standpipe,1980-1989
1507,61700,0.0,998,other,290,DWE,Rufiji,5,45,True,True,gravity,vwc,never pay,soft,good,insufficient,river,surface,other,2000-2009
1508,71556,20.0,1011,other,-7,other,Rufiji,60,1,False,True,handpump,vwc,per bucket,soft,good,insufficient,shallow well,groundwater,hand pump,2010-2013
1509,9296,0.0,312,other,229,other,Ruvuma / Southern Coast,9,560,True,True,submersible,vwc,never pay,soft,good,dry,machine dbh,groundwater,communal standpipe,1980-1989
1510,26823,3000.0,292,Unicef,543,other,Ruvuma / Southern Coast,10,1,True,True,handpump,vwc,annually,soft,good,enough,machine dbh,groundwater,hand pump,1990-1999
1511,45401,450.0,281,other,1556,other,Pangani,3,50,True,True,gravity,water board,other,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
1512,862,5.0,249,other,1270,DWE,Pangani,3,30,False,True,gravity,water board,per bucket,soft,good,enough,river,surface,communal standpipe,2000-2009
1513,12857,0.0,299,other,93,other,Ruvuma / Southern Coast,9,305,True,False,other,vwc,never pay,unknown,unknown,dry,unknown,unknown,communal standpipe,unknown
